"DEPOSIT.NAME","STATE.or.PROVINCE","COUNTRY","LATITUDE","LONGITUDE","ESTIMATED.LOCATION...Yes.or.No.","RESERVES..RESOURCES.DESIGNATION","RESERVES..RESOURCES.NUMBER","YEARS.NEEDED.TO.DEVELOP","Timeline..1...Short..2...Long.","REE.MINERALOGY","REEs","HEAVY.or.LIGHT","APPLICATIONS","BYPRODUCT...Yes.or.No.","TONNAGE.AND.GRADE","OTHER.ORE.or.SIGNIFICANT.MINERALS","GANGUE.and.ROCKFORMING.MINERALS","AGE..Method..Mineral..Rock.","DEPOSIT.TYPE","HOST.ROCK","COMPANY","COMMENTS","REFERENCES","Icon"
"Stratham South","Western Australia","Australia",-33.4667,115.5833,"Yes","Probable reserves",2,3,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Not Available","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Past producer; Location for town of Stratham.","ESCAP and ABMRGG, 1988; Location from Australia National Mapping Agency, 2001, accessed at URL http://www.auslig.gov.au/mapping","ltblu_circle"
"Subrang","Not Available","Bangladesh",20.8667,92.3,"Yes","Indicated resources",4,7,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","0.348 Mt @ 0.59% Monazite (1983)","Ilmenite, Leucoxene, Zircon, Rutile, Magnetite","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence, uncertain; Lat/Long for Tenaf, Bangladesh","ESCAP and ABMRGG, 1988","orange_blank"
"Sucunduri","Amazonas","Brazil",-8.5333,-59.46667,"No","Inferred resources",5,9999,1,"Eudialyte","Ce, La, Y, Nd, Pr, Gd","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics, Magnets","No","Not Available","Not Available","Not Available","Not Available","Alkalic Igneous","Agpaitic nepheline syenite complex, Trachyte, Phonolite","Not Available","Occurrence","Ulbrich and Gomes, 1981; Woolley, 1987;","wht_blank"
"Sudbury","Ontario","Canada",46.5,-81,"Yes","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Ni","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence, uncertain; REE associated with nickel deposits. Lat/Long for Sudbury, Canada.","Harben and Kuzvart, 1996","wht_blank"
"Sugar Loaf (Mumbwa North, NW Mumbwa)","Central","Zambia",-14.75,26.8333,"No","Inferred resources",5,9999,1,"Hydroxlapatite","Y, Eu, Ce","Heavy/Light","Phosphors, Ceramics, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Petroleum refining","No","Not Available","Apatite, Hematite, Magnetite, Pyrite, Chalcopyrite, Cu phosphates","Quartz, Hornblende, Biotite","Not Available","Alkalic Igneous","Syenite, Brecciated syenite","Not Available","Occurrence; Estimate for location north of Mumbwa. Phosphate mineralization in 3 forms: apatite with Cu-Fe mineralization, apatite pegmatites, supergene Cu phosphates. Too small and comparatively low grade for development. Apatite in pegmatite has high concentrations of yttrium. Discovered 1958.","Simukanga and others, 1994","wht_blank"
"Sukulu","Bukedi","Uganda",0.65,34.15,"No","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Apatite, Magnetite, Pyrochlore, Zircon, Baddelelyite","Not Available","Cretaceous-Early Miocene?","Carbonatite with residual enrichment","Carbonatite (solvite, dolomitic carbonatite, ankeritic carbonatite); Tinguaitie dykes; Fenite-breccia","Not Available","Past P producer; Residual deposits 15-67 m thick.","Mathers, 1994; de Kun, 1987; Mew, 1980; Notholt, 1994; Woolley, 2001","wht_blank"
"Swan Lake Gulch","Idaho","United States of America",42.6333,-111.41667,"No","Indicated resources",4,15,2,"Not Available","Not Available","Not Available","Not Available","No","63 Mt ore measured + indicated","Collophane, V, U, F","Clay","Permian","Phosphorite","Phosphatic Shale, Shale, Limestone","Not Available","Potential producer; Production planned for 2004.","U.S. Geological Survey, 1975","red_blank"
"Synnyr","Khrebet","Russia",56.91667,111.333,"No","Inferred resources",5,9999,2,"Eudialyte, Allanite, Apatite, Bastnasite","Ce, La, Y, Nd, Pr, Gd, Sm, Y, Eu, Dy, Er, Tm, Lu","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics, Magnets, Lasers, Nuclear industry","No","204-349 Ma","Magnetite, Titanite, Rutile, Zircon, Perovskite, Baddelelyite","Biotite, Nepheline Aegirine, Cancrinite, Garnet, Phlogopite, Wollastonite, Epidote, Corundum, Staurolite, Kyanite","300-400 Ma","Alkalic Igneous","Nepheline syenite, Pulaskite, Shonkinite","Not Available","Occurrence","Moller, 1989a; Notholt, 1979; Hedrick and Templeton, 1991; Belolipetskii and Voloshin, 1996; Kogarko and others, 1995","wht_blank"
"Takua Pa","Not Available","Thailand",8.8833,98.35,"No","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Cassiterite","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence, uncertain","Hedrick and Templeton, 1991","wht_blank"
"Tamazert (Oued Tamazert, Tamazeght, Bou Agrao)","Not Available","Morocco",32.5667,-4.65,"No","Inferred resources",5,9999,1,"Synchysite, Parisite, Monazite","Ce, Nd, Y, La, Pr, Sm, Tb","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets, Ceramics","No","Not Available","Apatite, Pyrochlore, U, Th; Lesser barite, Strontianite, Fluorite, Zircon, Columbite, Pyrite, Magnetite, Celestite, Galena","Calcite, Ankerite","Tertiary","Carbonatite","Carbonatite, Nepheline syenite, Breccia","Not Available","Occurrence; Carbonatite may be hydrothermally altered.","Mourtada and others, 1997; Woolley, 2001; Arab Organisation for Mineral Resources, 1987","wht_blank"
"Tanmen","Hainan/Lingshui","China",18.4667,110.033,"Yes","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence, uncertain; Lat/Long for Lingshui, Hainan, China","Wen Lu, 1998","wht_blank"
"Taohualashan","Not Available","China",39,101.3333,"No","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Not Available","Biotite, Calcite","Precambrian?","Other - Uncertain","Marble, Calcite biotite Schist, Dolomitic marble","Not Available","Occurrence, uncertain; Marble has sedimentary characteristics. Deposit has been classified as metasedimentary, ""marine facies volcano-sedimentary carbonatite"", and hydrothermal origin.","Zhang Peishan and others, 1995","wht_blank"
"Taohulashan","Inner Mongolia","China",40.8333,111.7,"Yes","Inferred resources",5,9999,1,"Monazite, Allanite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","0.1-0.9% REO","Columbite, Nb-Rutile","Not Available","Late Proterozoic","Carbonatite","Biotite-calcite marble, Calcite-biotite schist","Not Available","Occurrence; Deposit is stratiform. Location is estimated for Taohulashan.","Wu and others, 1996","wht_blank"
"Tapira","Minas Gerais","Brazil",-19.9,-46.8667,"No","Measured resources",3,5,1,"Hyrdoxyapatite, Pyrochlore, Apatite","Y, Eu, Ce, Nd, La, Sm, Gd","Heavy/Light","Phosphors, Ceramics, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Petroleum refining, Magnets","No","150 Mt @ 0.03% REO; 166 @ 0.03% REO","Apatite, Anatase, Pyrochlore, Perovskite, Magnetite, Ilmenite, Titanite, Vermiculite, Th, U","Limonite, Clay, Phlogopite, Pyroxene, Garnet, Olivine","69.5 plus or minus 3.5 Ma (K-Ar, Biotite, Bebedourite)","Carbonatite with residual enrichment","Weathered pyroxenite, Syenite, Sovite, Silexite, Jacupirangite","Not Available","Ti-P producer; Potential for Nb, REE, Vermiculite; At phosphate mine.","Harben and Bates, 1990; Jackson and Christiansen, 1993; Harben, 1984; Azevedo Branco, 1984; Woolley, 1987; Pell, 1996; Mariano, 1989; Ulbrich and Gomes, 1981; Singer, 1998","ylw_blank"
"Tchivira (Chivara, Quicuco)","Not Available","Angola",-14.31667,13.8833,"No","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Apatite, Fluorite, Barite, Pyrochlore, Pyrite, Titanite, Sr","Calcite, Dolomite, Quartz, Ankerite","Cretaceous","Carbonatite with residual enrichment","Carbonatite, Syenite, Nepheline syenite, Ijolite","Not Available","Occurrence","Woolley, 2001; Alberti and others, 1999","wht_blank"
"Teknaf","Not Available","Bangladesh",20.86667,92.3,"Yes","Indicated resources",4,7,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","1.94 Mt @ 0.16% Monazite (1983)","Ilmenite, Zircon, Leucoxene, Rutile, Magnetite","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence, uncertain; Lat-long is for the town of Teknaf.","ESCAP and ABMRGG, 1988; Location from NIMA, 2001","orange_blank"
"Teldeniya","Nugatenne","Sri Lanka",7.3,80.76667,"Yes","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Not Available","Not Available","Not Available","Other Igneous-Affiliated (including Pegmatites and Veins.)","Not Available","Not Available","Occurrence; Pegmatites are weathered. Lat-long is for the town of Teldeniya.","ESCAP, 1989; Location from NIMA, 2001","wht_blank"
"Telixtlahuaca","Oaxaca","Mexico",17.3,-96.9,"Yes","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Other Igneous-Affiliated (including Pegmatites and Veins.)","Not Available","Not Available","Occurrence, uncertain; Pegmatites? Lat-long is for town of Telixtlahuaca.","Gomez-Caballero, 1990; Location from NIMA, 2001","wht_blank"
"Tezhsar","Not Available","Armenia",40.68333,44.65,"No","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Fluorite","Carbonate, Albite, Alkali feldspar, Biotite, Muscovite","37-39 Ma (K-Ar)","Alkalic Igneous","Nepheline syenite, Pseudoleucite prophyry","Not Available","Occurrence; Veins in nepheline syenite.","Kogarko and others, 1995","wht_blank"
"Thawi-Thap","Phang-nga","Thailand",8.65,98.41667,"Yes","Proved reserves",1,0,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","Yes","0.05% Monazite (1971)","Cassiterite, Ilmenite, Zircon","Quartz","Not Available","Placer, Alluvial","Not Available","Not Available","Producer byproduct monazite; Lat/Long for middle of Phang-nga, Thailand","ESCAP and ABMRGG, 1988","grn_circle"
"Thor Lake (Blachford Lake)","Northwest Territories","Canada",62.1,-112.6667,"No","Measured resources",3,5,1,"Xenotime, Gadolinite, Y-Fluorite, Bastnasite, Parisite, Synchysite, Monazite","Y, Tb, Yb, Ho, Gd, Dy, Eu, Er, Tm, Lu, Ce, La, Nd, Pr, Sm","Heavy/Light","Phosphors, Ceramics, Magnets, Lasers, Silicon photovoltaic cells, Metal alloys, Nuclear industry, Auto catalysts, Glass additives, Polishing compounds, Batteries, Petroleum refining","Yes","57.49 Million tonnes @ 1.56% %REO with 20.72% HREO/TREO","Phenakite, Columbite, Fluorite, Thorite, Bertrandite, Zircon, Nb-tan, Sphalerite, Pyrite, Magnetite, Siderite, Polylithionite","Ankerite, Aegirine, Riebeckite, Arfvedsonite, Quartz, Microcline, Albite, Biotite, Chlorite, Carbonate","Early Proterozoic- approx. 2100 Ma","Alkalic Igneous","Peralkaline syenite, Gabbro, Granite","Avalon Rare Metals Inc.","Potential. Byproduct of Be mining; Small, remote deposit. The T Zone deposit has significant REE, Y, and Be mineralization. Deposits are part of the Blachford Lake alkaline complex.","Castor, 1994; O'Driscoll, 1988; Jackson and Christiansen, 1993; Trueman and others, 1985; Taylor and Pollard, 1996; Moller, 1989a; Laval, 1992; Roskill, 1988; Location from Woolley, 1987; Avalon website: http://www.marketwire.com/press-release/Avalon-Reports-Increase-Indicated-Resources-Nechalacho-Rare-Earth-Elements-Deposit-NWT-TSX-AVL-1386875.htm","ylw_blank"
"Tie Siding","Wyoming","United States of America",41.08333,-105.5,"Yes","Inferred resources",5,9999,2,"Minor Allanite, others unknown","La, Ce","Light","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys","No","Not Available","Cryolite, Pyrochlore, Th, U, K","Quartz, Biotite, Fe oxide","Middle proterozoic","Other Igneous-Affiliated (including Pegmatites and Veins.)","Sherman granite","Not Available","Occurrence; Lat/Long for Tie Siding,Wyoming http://heldref-publications.metapress.com/media/53f7mfayyh2tumdgxj7w/contributions/t/5/3/r/t53r282734695009.pdf","King, 1991","wht_blank"
"Tiguesmat el Akhdar (Tigsmat)","Not Available","Mauritania",24.85,-8.18333,"No","Inferred resources",5,9999,1,"Allanite","La, Ce","Light","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys","No","Not Available","Fluorite, Astrophyllite, Titanite","Quartz, Microcline, Aegirine, Riebeckite, Biotite","1912 plus or minus 47 Ma (Rb-Sr, whole-rock)","Alkalic Igneous","Peralkaline granite","Not Available","Occurrence","Arab Organisation for Mineral Resources, 1987; Woolley, 2001","wht_blank"
"Tikshozerskii","Not Available","Russia",66.2833,31.6667,"No","Inferred resources",5,9999,2,"Ancylite, RE phosphates","Ce","Light","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining","No","Not Available","Magnetite, Ilmenite, Rutile","Calcite, Ankerite, Dolomite, Cordylite","Proterozoic?","Carbonatite","Carbonatite, Ijolite, Melteigite, Olivinite","Not Available","Occurrence","Kogarko and others, 1995","wht_blank"
"Tin fields","Not Available","Rwanda",-1.9333,29.8667,"Yes","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Sn","Not Available","Not Available","Placer, Uncertain origin","Not Available","Not Available","Occurrence, uncertain; Monazite is reportedly widespread in the tin fields of Rwanda. Lat/Long for the middle of Rwanda.","de Kun, 1987","wht_blank"
"Tingtouechow","Not Available","Taiwan",23.5667,120.95,"Yes","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","0.018 Mm3 @ 9.6% Monazite, 20.9% Zircon, 19.5% Ilmenite, 5.2% Rutile (1968)","Zircon, Ilmenite, Rutile","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence, uncertain; Lat/Long for the middle of Taiwan","ESCAP and ABMRGG, 1988","wht_blank"
"Tirrukkovil (Tirukkovil)","Not Available","Sri Lanka",7.11667,81.85,"No","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Zircon, Ilmenite, Rutile","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence","ESCAP and ABMRGG, 1988; ESCAP, 1989","wht_blank"
"Tleumbetskii","Not Available","Kazakhstan",50.76667,77.0333,"No","Inferred resources",5,9999,2,"Allanite, Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Fluorite, Zircon, Fe-Thorite, Topaz, Ilmenite, Titanite, Apatite, Pyrite, Barite, Columbite, Garnet, Scheelite, Rutile, Anatase, Galena, Wulfenite","Riebeckite, Arfvedsonite, Biotite, Albite, Chlorite","Early Permian","Alkalic Igneous","Peralkaline granite, Syenite","Not Available","Occurrence; Rare earth phosphates and REE-greisen-type mineralization.","Kogarko and others, 1995","wht_blank"
"Toisuk - Bol'shaya Zhidaya","Not Available","Russia",61.5333,105.333,"Yes","Inferred resources",5,9999,2,"Not Available","Not Available","Not Available","Not Available","No","Not Available","P, Nb","Not Available","Not Available","Carbonatite","Not Available","Not Available","Occurrence, uncertain; Location is unknown. Placemarker is in the middle of Russia","USGS unpublished files","wht_blank"
"Tolagnaro","Not Available","Madagascar",-25.0333,47,"Yes","Probable reserves",2,3,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","75 Mt @ 3.84% Zircon, 0.96% Monazite, 5.12% Rutile","Zircon, Rutile, Ilmenite","Not Available","Not Available","Placer, Shoreline","Not Available","Omnis (51%) and QIT-Fer et Titane (49%) in 1989","Under development (1989); A coastal lagoon, 8 km E of Tolagnaro. Lat-long is for town of Tolagnaro.","Mining Journal, 1989b;","ltblu_circle"
"Tolovana","Alaska","United States of America",65.5,-148.1667,"No","Inferred resources",5,9999,2,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Au, Magnetite, PGE, Ilmenite, Chromite, Spinel, Cinnabar, Stibnite, Scheelite, Cassiterite","Not Available","Not Available","Placer, Alluvial","Not Available","Not Available","Occurrence, uncertain","Nokleberg and others, 1997","wht_blank"
"Tomago (Newcastle, Clybucca)","New South Wales","Australia",-32.8,151.71667,"No","Probable reserves",2,3,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","Yes","1.5-2.0% Heavy Minerals","Zircon, Rutile, Ilmenite, Garnet, Th","Quartz","Pleistocene","Placer, Shoreline","Dune and beach sand","RZM Pty Ltd.","Past byproduct producer; Wind blown sand dunes and plains separated from the coast by a younger dune system. Dry mill at Tomago.","Hedrick and Templeton, 1991; Lishmund and others, 1999; Towner, 1992; Jackson and Christiansen, 1993; ESCAP and ABMRGG, 1988","ltblu_circle"
